city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Funded Startup,4,58,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,missing,missing,Pvt Ltd,1,81.38751155,1
city_21,0.624,missing,No relevent experience,Part time course,Graduate,STEM,1,Oct-49,Pvt Ltd,1,32,1
city_103,0.812429191,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,31.58758561,1
city_173,0.878,missing,No relevent experience,no_enrollment,Masters,Humanities,1,<10,Pvt Ltd,1,98,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Funded Startup,never,38,0
city_114,0.746238781,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Pvt Ltd,2,21.44183205,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,67,0
city_21,0.937938997,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,13.5532619,1
city_103,0.690086499,Male,Has relevent experience,no_enrollment,Graduate,Other,7,missing,Pvt Ltd,1,192,1
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,84,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,56,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,never,56.80274677,1
city_103,0.692699297,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,missing,missing,>4,141.7078041,1
city_103,0.736936058,Male,No relevent experience,Full time course,Graduate,STEM,>20,missing,missing,1,14.13226677,1
city_160,0.625881417,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,Pvt Ltd,>4,175.3516738,1
city_74,0.579,Male,No relevent experience,Part time course,Graduate,STEM,3,missing,missing,never,47,1
city_103,0.819108208,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,2,105.8699089,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,11,1
city_21,0.754332012,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,1,211.8248462,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Other,>4,44,0
city_16,0.91,missing,No relevent experience,Full time course,Masters,STEM,9,<10,Pvt Ltd,1,37,0
city_45,0.89,Male,No relevent experience,no_enrollment,High School,missing,4,<10,Pvt Ltd,1,39,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,missing,missing,2,16,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,missing,2,13,0
city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,1,25,0
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,10,missing,missing,>4,67,0
city_103,0.92,missing,No relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,missing,104,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,missing,2,8,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,<10,Pvt Ltd,3,13,0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,33,0
city_90,0.698,missing,No relevent experience,Full time course,Graduate,STEM,1,missing,missing,never,10,0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,18,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,39.99626126,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,never,144,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Early Stage Startup,4,27,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,1,22.83039686,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,40.74250572,1
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,222,0
city_21,0.581614004,missing,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,1,59.33686253,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,>4,20.04934162,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,17,1
city_21,0.897724395,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,105.3372648,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,18,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,1,105,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,missing,missing,4,17,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,56,1
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,missing,Pvt Ltd,1,131.7284732,1
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,missing,1,110,0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,0
city_21,0.624,Male,No relevent experience,Full time course,High School,missing,1,missing,missing,never,30,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,92,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,98.30998406,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,2,33.85568778,1
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,80,0
city_93,0.865,missing,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,121,0
city_21,0.714879691,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,2,121.1049088,1
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,16,10000+,NGO,1,276,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,Pvt Ltd,2,7,0
city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,1,3,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,13,0
city_103,0.635300168,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,63.61924413,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,>4,214,0
city_103,0.92,missing,Has relevent experience,no_enrollment,Graduate,Other,3,<10,Pvt Ltd,2,18,1
city_21,0.908167989,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,109.9012902,1
city_73,0.928897074,Male,No relevent experience,no_enrollment,Graduate,STEM,2,missing,missing,1,42.17494299,1
city_103,0.897703902,missing,No relevent experience,Full time course,Graduate,STEM,7,missing,missing,3,23.27445901,1
city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Early Stage Startup,4,10,0
city_160,0.676609754,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,missing,missing,1,26.21692128,1
city_123,0.738,missing,Has relevent experience,missing,Graduate,STEM,6,100-500,missing,3,134,0
city_74,0.591389589,Male,Has relevent experience,Full time course,Graduate,STEM,3,missing,missing,1,17.42078541,1
city_21,0.624,missing,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,62.49262242,1
city_103,0.594189567,Male,No relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,never,44.70816946,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,35,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,1,86,0
city_12,0.64,Male,Has relevent experience,Full time course,High School,missing,3,100-500,missing,never,56,0
city_21,0.70157179,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,77.97740717,1
city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,>20,missing,missing,>4,128,1
city_61,0.913,missing,No relevent experience,no_enrollment,Primary School,missing,1,missing,missing,never,160,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,84,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,44,0
city_103,0.675343729,Male,No relevent experience,no_enrollment,Graduate,STEM,15,missing,missing,1,24.55734776,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,56,0
city_103,0.91411446,missing,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,42.1307122,1
city_74,0.579,Male,No relevent experience,missing,missing,missing,1,missing,missing,1,4,0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Public Sector,4,52,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,>4,24,1
city_160,0.924331585,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,>4,29.78593626,1
city_103,0.555363549,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,63.01133082,1
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,82,0
city_48,0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,108,1
city_75,0.939,missing,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,2,17,0
city_21,0.624,Male,No relevent experience,Full time course,High School,missing,2,missing,missing,never,3,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,4,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,28,0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,missing,1,222,1
city_103,0.908065365,missing,No relevent experience,no_enrollment,Graduate,STEM,7,missing,Pvt Ltd,1,6.29023081,1
city_21,0.624,missing,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,76.43710675,1
city_11,0.734422506,Male,No relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,213.1224191,1
city_103,0.92,missing,No relevent experience,Full time course,Graduate,STEM,>20,missing,missing,1,28.11095186,1
city_21,0.698424228,Male,Has relevent experience,no_enrollment,High School,STEM,6,missing,missing,1,20.69887713,1
city_90,0.698,missing,No relevent experience,no_enrollment,Graduate,STEM,3,missing,missing,1,96,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,36,1
city_90,0.646746434,missing,Has relevent experience,no_enrollment,Masters,STEM,3,missing,Pvt Ltd,1,4.113461787,1
city_21,0.624,Male,No relevent experience,no_enrollment,High School,missing,5,missing,missing,never,184,1
city_160,0.92,Male,No relevent experience,Full time course,High School,missing,2,5000-9999,missing,1,7,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,13,10000+,Public Sector,>4,12,0
city_16,0.91,Male,Has relevent experience,no_enrollment,missing,missing,>20,missing,missing,2,300,0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,3,28,0
city_74,0.579,missing,Has relevent experience,Part time course,High School,missing,4,50-99,Pvt Ltd,2,43,0
city_21,0.562812643,missing,No relevent experience,Full time course,Graduate,STEM,1,missing,missing,1,147.9788289,1
city_103,0.92,missing,No relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,1,5,0
city_21,0.829817556,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,17.0431436,1
city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,missing,never,13,0
city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,57,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,4,26,0
city_71,0.884,missing,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,70,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,Pvt Ltd,>4,135,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,158,1
city_104,0.924,Male,No relevent experience,Full time course,High School,missing,5,missing,missing,1,72,0
city_21,0.58005995,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,50,1
city_73,0.754,Male,No relevent experience,no_enrollment,High School,missing,4,<10,Early Stage Startup,4,94,1
city_16,0.91,missing,Has relevent experience,Full time course,Phd,STEM,14,500-999,Public Sector,1,26,0
city_21,0.624,missing,No relevent experience,Full time course,Masters,STEM,1,missing,missing,never,27,1
city_103,0.886374654,Male,No relevent experience,no_enrollment,Graduate,STEM,10,missing,missing,1,66.20567886,1
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,69,0
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,50-99,Pvt Ltd,2,166,0
city_11,0.671092599,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,missing,Pvt Ltd,1,65.5914371,1
city_160,0.92,missing,No relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Pvt Ltd,1,59,0
city_102,0.804,Male,No relevent experience,no_enrollment,High School,missing,4,missing,Pvt Ltd,never,94,0
city_16,0.91,missing,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Early Stage Startup,1,6,0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,198,1
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,1,200,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,32,1
city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,15,0
city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,100-500,Public Sector,2,48,0
city_67,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,2,53.32860594,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,7,0
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,missing,missing,1,216,1
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,28,1
city_114,0.926,Male,No relevent experience,Full time course,Graduate,Business Degree,7,<10,Pvt Ltd,2,85,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Early Stage Startup,1,220,1
city_21,0.878448368,missing,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,85.15125322,1
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,missing,Pvt Ltd,never,17.9739071,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,52,0
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,55,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,117,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,>4,166,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,15,0
city_97,0.90734511,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,106.650428,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,69.29631718,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,11,0
city_103,0.774088673,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,missing,Pvt Ltd,1,23.23746148,1
city_173,0.878,missing,Has relevent experience,no_enrollment,High School,missing,<1,100-500,Pvt Ltd,1,29,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,157,0
city_21,0.640402623,missing,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,1,26.59706647,1
city_103,0.92,missing,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,3,84,0
city_50,0.896,missing,No relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,missing,100,0
city_103,0.912957104,missing,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Pvt Ltd,2,10.17920854,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,1,22,1
city_16,0.91,Male,Has relevent experience,no_enrollment,missing,missing,4,100-500,Pvt Ltd,1,48,0
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,165,0
city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,missing,2,missing,missing,never,78,0
city_78,0.874291476,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,24.53617037,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,43.22629045,1
city_21,0.624,Male,Has relevent experience,Part time course,Phd,STEM,20,Oct-49,Pvt Ltd,>4,108,1
city_143,0.74,Male,Has relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,3,26,0
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,9,missing,missing,>4,102,0
city_83,0.923,Male,No relevent experience,no_enrollment,Primary School,missing,>20,missing,missing,never,216,0
city_103,0.864791427,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,48.86571416,1
city_94,0.87632298,missing,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,98.40977,1
city_11,0.619223715,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Oct-49,Pvt Ltd,1,5.387266339,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,69,0
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Oct-49,Pvt Ltd,>4,67,0
city_103,0.92,Male,No relevent experience,Part time course,High School,missing,2,missing,missing,1,47,1
city_76,0.698,Male,No relevent experience,no_enrollment,missing,missing,1,missing,missing,never,42,0
city_21,0.89020783,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,2,140.319478,1
city_21,0.923649341,missing,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,never,97.3177153,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,5000-9999,Pvt Ltd,3,145,0
city_65,0.809619273,Male,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,1,34.42329295,1
city_67,0.855,Male,Has relevent experience,no_enrollment,High School,missing,7,5000-9999,Pvt Ltd,2,57,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,NGO,>4,110,0
city_53,0.638064907,Male,No relevent experience,Full time course,Graduate,STEM,1,10000+,Pvt Ltd,1,32.0454427,1
city_160,0.627580722,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,36.80644744,1
city_165,0.903,missing,No relevent experience,Full time course,High School,missing,1,missing,missing,never,122,0
city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,12,missing,missing,2,111,1
city_165,0.903,Male,No relevent experience,no_enrollment,Graduate,STEM,2,missing,missing,1,25,1
city_103,0.831949159,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,27.14304894,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,missing,missing,2,156,1
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,missing,missing,1,62.11896493,1
city_71,0.884,missing,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,1,32,0
city_103,0.652000662,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,missing,missing,1,29.10806341,1
city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,14,10000+,Public Sector,2,288,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,missing,missing,1,64.75723728,1
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Pvt Ltd,1,19,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,4,17,0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,NGO,1,14,0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,41,0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,34,0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Pvt Ltd,2,53,0
city_57,0.867337729,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,missing,1,45.00908949,1
city_21,0.624,Male,No relevent experience,no_enrollment,Primary School,missing,<1,missing,missing,never,132,0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,missing,missing,never,52,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,12,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,missing,missing,3,90,1
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,43,0
city_103,0.869290929,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,24.76891748,1
city_21,0.893339263,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,missing,Pvt Ltd,1,145.1200934,1
city_21,0.773949036,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,28.37489297,1
city_103,0.92,Male,No relevent experience,Full time course,Graduate,missing,3,missing,missing,never,46.25569354,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Other,>4,30,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,63,0
city_21,0.851987366,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,>4,286.9051872,1
city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,312,0
city_126,0.479,missing,No relevent experience,no_enrollment,High School,missing,2,500-999,Pvt Ltd,2,39,0
city_21,0.624,missing,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,27.52090998,1
city_57,0.866,Male,No relevent experience,Full time course,High School,missing,16,missing,missing,never,130,0
city_103,0.895795011,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,59.10254045,1
city_103,0.915968043,missing,No relevent experience,Full time course,Graduate,STEM,6,missing,missing,1,45.6766972,1
city_21,0.847134087,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,42.66728072,1
city_103,0.850042227,Male,No relevent experience,Full time course,Graduate,STEM,4,missing,missing,1,13.07826479,1
city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,>4,32,0
city_21,0.682185973,missing,Has relevent experience,Full time course,Masters,STEM,4,missing,missing,1,89.70962455,1
city_102,0.804,missing,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,76,0
city_30,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,17,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,57,0
city_115,0.789,missing,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,48,1
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,43,0
city_21,0.635703186,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,missing,1,33.47519148,1
city_21,0.622247901,missing,No relevent experience,Full time course,Graduate,STEM,2,missing,missing,never,43.24233539,1
city_72,0.795,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,94,0
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,missing,missing,>4,8.779122213,1
city_21,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,5000-9999,Pvt Ltd,1,25.71890565,1
city_11,0.55,missing,No relevent experience,Full time course,High School,missing,3,missing,missing,missing,98,0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,missing,missing,1,8,0
city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,9,0
city_21,0.63692926,missing,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,88.58368829,1
city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,12,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,missing,missing,1,80.45579273,1
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,98.23648239,1
city_21,0.900858236,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,22.23548569,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,96,0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,39,0
city_21,0.693539243,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,missing,never,89.54368526,1
city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,8,10000+,missing,1,48,0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,2,142.2651435,1
city_103,0.700872684,Male,No relevent experience,Full time course,Graduate,STEM,3,missing,missing,2,17.92291574,1
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,missing,missing,never,13,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Early Stage Startup,2,206,0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,missing,missing,1,316,0
city_103,0.820876662,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,39.32561929,1
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,102,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,missing,missing,>4,92,1
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,missing,>20,missing,Pvt Ltd,2,30,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,26,0
